symbol,companyName,exchange,marketCap,price,ceo,enterpriseValue
CXM,"Sprinklr, Inc.",NYSE,1251808017.0,4.99,Rory Read,1484083920.0
GIC,Global Industrial Company,NYSE,1246929216.0,32.59,Anesa T. Chaibi,1158148000.0
ASST,"Strive, Inc.",NASDAQ,1246178054.0,14.41,Matthew Ryan Cole,-25168342.0
CNOBP,"ConnectOne Bancorp, Inc.",NASDAQ,1245143260.0,24.76,Frank S. Sorrentino,2399697095.0
DSGR,"Distribution Solutions Group, Inc.",NASDAQ,1244886716.0,26.95,John Bryan King,2027274232.0
TNDM,"Tandem Diabetes Care, Inc.",NASDAQ,1244036272.0,18.16,John F. Sheridan,1832765300.0
AMPX-WT,"Amprius Technologies, Inc.",NYSE,1242762330.0,9.07,Kang Sun,
PGEN,"Precigen, Inc.",NASDAQ,1237765713.0,4.12,Helen Sabzevari,1248559951.0
OLMA,"Olema Pharmaceuticals, Inc.",NASDAQ,1232399429.0,14.14,Sean Bohen,2128042675.0
SHLS,"Shoals Technologies Group, Inc.",NASDAQ,1231445137.0,7.34,Brandon Moss,1589775500.0
SMPL,The Simply Good Foods Company,NASDAQ,1229745510.0,13.59,Joseph E. Scalzo,3088862032.0
AIP,"Arteris, Inc.",NASDAQ,1228980092.0,27.03,Karel Charles Janac,630686594.0
PRCT,PROCEPT BioRobotics Corporation,NASDAQ,1224231199.0,21.71,Larry L. Wood,1518284867.0
PEBO,Peoples Bancorp Inc.,NASDAQ,1222265719.0,34.03,Tyler J. Wilcox,1595759808.0
GLUE,"Monte Rosa Therapeutics, Inc.",NASDAQ,1219099434.0,18.72,Markus Warmuth,1211864180.0
MRTN,"Marten Transport, Ltd.",NASDAQ,1215678112.0,14.9,Randolph L. Marten,884716560.0
TWO,Two Harbors Investment Corp.,NYSE,1214331760.0,11.56,William Ross Greenberg,8812814860.0
CRVS,"Corvus Pharmaceuticals, Inc.",NASDAQ,1211170408.0,14.42,Richard A. Miller,604390283.0
AMAL,Amalgamated Financial Corp.,NASDAQ,1205056611.0,40.37,Priscilla Sims Brown,1048260695.0
GPRE,Green Plains Inc.,NASDAQ,1204719300.0,17.25,Chris G. Osowski,987494800.0
RAPP,"Rapport Therapeutics, Inc. Common Stock",NASDAQ,1204421394.0,33.0,Abraham N. Ceesay,1384158285.0
PEB-PF,Pebblebrook Hotel Trust,NYSE,1198578770.0,20.01,Jon E. Bortz,
PEB-PE,Pebblebrook Hotel Trust,NYSE,1198211177.0,19.88,Jon E. Bortz,
CCO,"Clear Channel Outdoor Holdings, Inc.",NYSE,1196371279.0,2.4,Scott R. Wells,7378587320.0
VIA,"Via Transportation, Inc.",NYSE,1194136495.0,15.43,Daniel Ramot,1987118165.0
AOSL,Alpha and Omega Semiconductor Limited,NASDAQ,1192218650.0,40.06,Stephen Chunping Chang,652361300.0
CTBI,"Community Trust Bancorp, Inc.",NASDAQ,1180709540.0,65.05,Mark A. Gooch,1345354500.0
CCOI,"Cogent Communications Holdings, Inc.",NASDAQ,1175401459.0,23.46,David Schaeffer,3759603488.0
BKSY,BlackSky Technology Inc.,NYSE,1174870940.0,31.66,Brian E. O'Toole,602621000.0
OPY,Oppenheimer Holdings Inc.,NYSE,1172669075.0,110.55,Robert Steven Lowenthal,1349331605.0
ASA,ASA Gold and Precious Metals Limited,NYSE,1170082600.0,62.0,Alexander Gabriel Merk,1003650408.0
CDRE,"Cadre Holdings, Inc.",NYSE,1169853322.0,27.38,Warren Kanders,1868393131.0
BCAX,Bicara Therapeutics Inc. Common Stock,NASDAQ,1165707739.0,21.28,Claire Mazumdar Clemon,825237159.0
MBC,"MasterBrand, Inc.",NYSE,1164416188.0,9.13,R. David Banyard Jr.,2584490000.0
MBINM,Merchants Bancorp,NASDAQ,1164268237.0,25.38,Michael F. Petrie,5389138033.0
KREF-PA,KKR Real Estate Finance Trust Inc.,NYSE,1161908210.0,18.07,Matthew A. Salem,
HLIT,Harmonic Inc.,NASDAQ,1158245365.0,10.32,Nimrod Ben-Natan,1147837400.0
WOLF,"Wolfspeed, Inc.",NYSE,1155621074.0,25.63,Robert A. Feurle,7122839448.0
CCB,Coastal Financial Corporation,NASDAQ,1153328285.0,75.71,Eric Sprink,1755103653.0
PZZA,"Papa John's International, Inc.",NASDAQ,1152174918.0,35.03,Todd Allan Penegor,2347522320.0
AVNS,"Avanos Medical, Inc.",NYSE,1150051598.0,24.64,David C. Pacitti,560372000.0
LNN,Lindsay Corporation,NYSE,1147504469.0,109.76,Randy A. Wood,1376115570.0
PRGS,Progress Software Corporation,NASDAQ,1147062909.0,27.26,Yogesh K. Gupta,2559868200.0
HTFC,Horizon Technology Finance Corp,NYSE,1146335850.0,24.75,Robert D. Pomeroy,
FMBH,"First Mid Bancshares, Inc.",NASDAQ,1145497597.0,43.0,Joseph R. Dively,1438230305.0
ARRY,"Array Technologies, Inc.",NASDAQ,1144769120.0,7.48,Kevin G. Hostetler,1928196140.0
ATLC,Atlanticus Holdings Corporation,NASDAQ,1143452160.0,76.68,Jeffrey A. Howard,6934064800.0
GOLD,"Gold.com, Inc.",NYSE,1142665490.0,45.17,Gregory N. Roberts,1353000462.0
JCAP,"Jefferson Capital, Inc. Common Stock",NASDAQ,1139226663.0,20.59,David Burton,2336202100.0
KMTS,"Kestra Medical Technologies, Ltd.",NASDAQ,1138864098.0,19.51,Brian Webster,998499685.0
PRSU,"Pursuit Attractions and Hospitality, Inc.",NYSE,1138709269.0,40.64,David W. Barry,1113811640.0
URGN,UroGen Pharma Ltd.,NASDAQ,1136244415.0,23.34,Elizabeth A. Barrett,1144466015.0
SAFE,Safehold Inc.,NYSE,1135559574.0,15.81,Jay S. Sugarman,5451294860.0
QUBT,"Quantum Computing, Inc.",NASDAQ,1130220000.0,8.28,Yuping Huang,951615920.0
CIM,Chimera Investment Corporation,NYSE,1130103875.0,13.55,Phillip John Kardis,13813445629.0
CSR,Centerspace,NYSE,1128683849.0,67.24,Anne Olson,2124423160.0
VRDN,"Viridian Therapeutics, Inc.",NASDAQ,1128493043.0,13.3,Stephen F. Mahoney,2477391407.0
RHLD,"Resolute Holdings Management, Inc.",NYSE,1128212108.0,132.72,Thomas R. Knott,1793394890.0
TRIN,Trinity Capital Inc.,NASDAQ,1121108770.0,16.18,Kyle Steven Brown,2307546105.0
ETI-P,"Entergy Texas, Inc.",NYSE,1119458885.0,24.05,Eliecer Viamontes,
LZ,"LegalZoom.com, Inc.",NASDAQ,1118805340.0,6.47,Jeffrey Stibel,1596753140.0
HQH,Abrdn Healthcare Investors,NYSE,1115247900.0,19.5,Daniel R. Omstead,1015845969.0
ROCK,"Gibraltar Industries, Inc.",NASDAQ,1113173577.0,37.53,William T. Bosway,1465174000.0
BV,"BrightView Holdings, Inc.",NYSE,1111560000.0,11.8,Dale A. Asplund,2114755200.0
LIFE,Ethos Technologies Inc.,NASDAQ,1111325621.0,17.68,Peter George Colis,
PFBC,Preferred Bank,NASDAQ,1111003868.0,93.82,Li Yu,765995221.0
RYZ,Ryerson Holding Corporation,NYSE,1110380377.0,26.58,Edward J. Lehner,1931138560.0
SCL,Stepan Company,NYSE,1110240244.0,48.93,Luis E. Rojo,1641571921.0
CNMD,CONMED Corporation,NYSE,1108773883.0,35.96,Patrick J. Beyer,2054186600.0
LGIH,"LGI Homes, Inc.",NASDAQ,1108769483.0,47.93,Eric Thomas Lipar,2591753936.0
CRMLW,Critical Metals Corp.,NASDAQ,1108697672.0,4.84,Antony William-Paul Sage,
CIM-PC,Chimera Investment Corporation,NYSE,1107778853.0,22.77,Phillip John Kardis,13813445629.0
OCSL,Oaktree Specialty Lending Corporation,NASDAQ,1107235024.0,12.57,Armen Panossian,2530580950.0
SAFT,"Safety Insurance Group, Inc.",NASDAQ,1107018693.0,75.39,George Michael Murphy,1134167401.0
MBINL,Merchants Bancorp,NASDAQ,1106467686.0,24.12,Michael F. Petrie,4869411695.0
UPBD,"Upbound Group, Inc.",NASDAQ,1100747344.0,18.94,Fahmi Karam,2727925239.0
CIM-PD,Chimera Investment Corporation,NYSE,1098164893.0,24.17,Phillip John Kardis,
IOVA,"Iovance Biotherapeutics, Inc.",NASDAQ,1097889700.0,3.31,Frederick G. Vogt,860917850.0
UVE,"Universal Insurance Holdings, Inc.",NYSE,1097361276.0,39.18,Stephen Joseph Donaghy,564006799.0
LQDT,"Liquidity Services, Inc.",NASDAQ,1096960971.0,35.37,William Paul Angrick,687994350.0
INNV,InnovAge Holding Corp.,NASDAQ,1095090930.0,8.07,Patrick Blair,536523077.0
RCAT,"Red Cat Holdings, Inc.",NASDAQ,1094344732.0,11.07,Jeffrey Thompson,982776316.0
COLL,"Collegium Pharmaceutical, Inc.",NASDAQ,1094059240.0,33.76,Vikram Karnani,2157464661.0
GSBD,"Goldman Sachs BDC, Inc.",NYSE,1093045641.0,9.71,David Nathan Miller,2907328539.0
CIM-PB,Chimera Investment Corporation,NYSE,1092193263.0,24.37,Phillip John Kardis,
LXU,"LSB Industries, Inc.",NYSE,1092071998.0,15.2,Mark T. Behrman,1085221500.0
CFR-PB,"Cullen/Frost Bankers, Inc.",NYSE,1090204509.0,17.02,Phillip D. Green,
MLKN,"MillerKnoll, Inc.",NASDAQ,1089893228.0,15.94,Andrea R. Owen,2781941990.0
NNAVW,NextNav Inc.,NASDAQ,1089450000.0,8.1,Mariam Sorond,
TRUP,"Trupanion, Inc.",NASDAQ,1089229416.0,25.08,Margaret Rosemary Maria Tooth,1579124899.0
USPH,"U.S. Physical Therapy, Inc.",NYSE,1087246550.0,71.51,Christopher J. Reading,1575182750.0
OCFC,OceanFirst Financial Corp.,NASDAQ,1083749760.0,18.88,Christopher D. Maher,2530276050.0
CIM-PA,Chimera Investment Corporation,NYSE,1082099215.0,21.6144,Phillip John Kardis,
PCRX,"Pacira BioSciences, Inc.",NASDAQ,1081554803.0,25.14,Frank D. Lee,1449203080.0
TBLA,Taboola.com Ltd.,NASDAQ,1080837626.0,3.75,Adam Singolda,1509979347.0
OSBC,"Old Second Bancorp, Inc.",NASDAQ,1080688493.0,20.51,James L. Eccher,1241919030.0
WLDN,"Willdan Group, Inc.",NASDAQ,1078043846.0,72.86,Michael A. Bieber,1545772260.0
DEA,"Easterly Government Properties, Inc.",NYSE,1076231996.0,23.17,Darrell William Crate,2610978711.0
TDOC,"Teladoc Health, Inc.",NYSE,1073564450.0,5.95,Charles Divita,1492632709.0
EYPT,"EyePoint Pharmaceuticals, Inc.",NASDAQ,1072934234.0,12.86,Jay S. Duker,1257246770.0
PRCH,"Porch Group, Inc.",NASDAQ,1072301020.0,10.13,Matthew Ehrlichman,1286324440.0
TDAY,"USA TODAY Co., Inc.",NYSE,1070942331.0,7.28,Michael E. Reed,1782349800.0
IRMD,IRadimed Corporation,NASDAQ,1070028600.0,83.71,Roger E. Susi,1186437160.0
ORC,"Orchid Island Capital, Inc.",NYSE,1067357786.0,7.03,Robert E. Cauley,10443406445.0
LMB,"Limbach Holdings, Inc.",NASDAQ,1067146778.0,91.37,Michael McCann,949655097.0
MMI,"Marcus & Millichap, Inc.",NYSE,1066312690.0,28.01,Hessam Nadji,979088470.0
PNTG,"The Pennant Group, Inc.",NASDAQ,1065840730.0,30.71,Brent J. Guerisoli,1409085450.0
AZTA,"Azenta, Inc.",NASDAQ,1065402495.0,23.13,John Marotta,1145128960.0
CDNA,"CareDx, Inc",NASDAQ,1065299040.0,20.8,John Walter Hanna Jr.,958187366.0
CRML,Critical Metals Corp.,NASDAQ,1063314949.0,11.38,Antony William-Paul Sage,330193345.0
CMP,"Compass Minerals International, Inc.",NYSE,1061652603.0,25.36,Edward C. Dowling Jr.,1591097600.0
SOUNW,"SoundHound AI, Inc.",NASDAQ,1060731120.0,2.51,Keyvan Mohajer,3797774477.0
APEI,"American Public Education, Inc.",NASDAQ,1060114247.0,57.58,Angela K. Selden,667276800.0
UVSP,Univest Financial Corporation,NASDAQ,1057062940.0,37.64,Jeffrey Schweitzer,738878346.0
MFIC,MidCap Financial Investment Corporation,NASDAQ,1054904136.0,11.44,Tanner Powell,2962628429.0
SBGI,"Sinclair, Inc.",NASDAQ,1054052398.0,15.25,Christopher S. Ripley,4710505400.0
GNK,Genco Shipping & Trading Limited,NYSE,1053922317.0,24.33,John C. Wobensmith,943982390.0
SEPN,"Septerna, Inc.",NASDAQ,1053054470.0,23.45,Jeffrey T. Finer,1136825463.0
OMER,Omeros Corporation,NASDAQ,1048264250.0,14.56,Gregory A. Demopulos,1320588253.0
PMT-PA,PennyMac Mortgage Investment Trust,NYSE,1047923720.0,23.7088,David A. Spector,
FSCO,FS Credit Opportunities Corp.,NYSE,1047756761.0,5.18,Michael Craig Forman,1127378238.0
LUCK,Lucky Strike Entertainment Corporation,NYSE,1046238923.0,7.53,Thomas F. Shannon,3854200210.0
PMT,PennyMac Mortgage Investment Trust,NYSE,1044199200.0,12.0,David A. Spector,19914061400.0
PMT-PB,PennyMac Mortgage Investment Trust,NYSE,1043104237.0,23.73,David A. Spector,
MHLA,"Maiden Holdings, Ltd. 6.625 NT 2046",NYSE,1039446000.0,12.0,,
MFA,"MFA Financial, Inc.",NYSE,1038294587.0,10.17,Craig L. Knutson,11745522730.0
XERS,"Xeris Biopharma Holdings, Inc.",NASDAQ,1038034620.0,6.02,John Shannon,1186058804.0
GLIBA,"GCI Liberty, Inc.",NASDAQ,1037322054.0,33.47,Ronald A. Duncan,1871970000.0
ARHS,"Arhaus, Inc.",NASDAQ,1035676004.0,7.34,John Reed,1904442497.0
COUR,"Coursera, Inc.",NYSE,1034506090.0,6.11,Gregory Hart,417968000.0
LFT-PA,"Lument Finance Trust, Inc.",NYSE,1033734750.0,19.75,James Peter Flynn,
GOODN,Gladstone Commercial Corporation,NASDAQ,1030361735.0,22.13,Arthur S. Cooper,1349379445.0
ABTC,American Bitcoin Corp,NASDAQ,1029692487.0,1.14,Michael,1713476382.0
PDM,"Piedmont Office Realty Trust, Inc.",NYSE,1027656180.0,8.22,Christopher Brent Smith,3311416900.0
HTLD,"Heartland Express, Inc.",NASDAQ,1026277690.0,13.25,Michael J. Gerdin,846174797.0
UFCS,"United Fire Group, Inc.",NASDAQ,1020216772.0,39.83,Kevin James Leidwinger,969620700.0
PLOW,"Douglas Dynamics, Inc.",NYSE,1019886464.0,44.18,Mark Van Genderen,959455350.0
GLIBK,"GCI Liberty, Inc.",NASDAQ,1019346351.0,32.89,Ronald A. Duncan,1871970000.0
ACEL,"Accel Entertainment, Inc.",NYSE,1018849893.0,12.49,Andrew Harry Rubenstein,1302864200.0
BULLW,Webull Corporation Warrants,NASDAQ,1016456514.0,2.27,Anquan Wang,
EPC,Edgewell Personal Care Company,NYSE,1016086050.0,21.75,Rod R. Little,2283800000.0
CRAI,"CRA International, Inc.",NASDAQ,1014803119.0,154.55,Paul A. Maleh,1440675320.0
SCHL,Scholastic Corporation,NASDAQ,1010775330.0,40.23,Peter Warwick,727687370.0
IBTA,"Ibotta, Inc.",NYSE,1010430474.0,35.62,Bryan W. Leach,483665682.0
ODC,Oil-Dri Corporation of America,NYSE,1008315613.0,72.44,Daniel S. Jaffee,731411800.0
GRBK-PA,"Green Brick Partners, Inc.",NYSE,1005006456.0,22.95,James R. Brickman,
GHM,Graham Corporation,NYSE,1004965513.0,90.76,Daniel J. Thoren,298953880.0
NPK,"National Presto Industries, Inc.",NYSE,1004800088.0,140.25,Maryjo J. Cohen,792826720.0
EXPI,"eXp World Holdings, Inc.",NASDAQ,1001798324.0,6.29,Glenn Darrel Sanford,1319509590.0
SIGIP,"Selective Insurance Group, Inc.",NASDAQ,1001472008.0,16.58,John Joseph Marchioni,6101491000.0
EIG,"Employers Holdings, Inc.",NYSE,1000234190.0,42.77,Katherine Holt Antonello,915433882.0
AKTS,"Aktis Oncology, Inc.",NASDAQ,999707342.0,18.72,Matthew Roden,1150263049.0
NABL,"N-able, Inc.",NYSE,994635840.0,5.28,John Pagliuca,1752693120.0
OXLC,Oxford Lane Capital Corp.,NASDAQ,993568000.0,10.18,Jonathan H. Cohen,2330594518.0
FGNXP,FG Nexus Inc.,NASDAQ,993384904.0,25.05,Daniel Kyle Cerminara,25199250.0
SVRA,Savara Inc.,NASDAQ,992588870.0,4.85,Matthew Pauls,1337723811.0
BH-A,Biglari Holdings Inc.,NYSE,990660578.0,1577.98,Sardar Biglari,1121371992.0
NBN,Northeast Bank,NASDAQ,989233560.0,124.0,Richard N. Wayne,645885753.0
FSUN,FirstSun Capital Bancorp,NASDAQ,988533648.0,35.48,Neal E. Arnold,431949616.0
CLDT-PA,Chatham Lodging Trust,NYSE,988127545.0,20.2501,Jeffrey H. Fisher,
FTRE,Fortrea Holdings Inc.,NASDAQ,987360000.0,10.56,Anshul Thakral,1466600000.0
ASIC,Ategrity Specialty Holdings LLC,NYSE,985847463.0,20.51,Justin G. Cohen,909882784.0
CFFN,"Capitol Federal Financial, Inc.",NASDAQ,979672980.0,7.545,John Dicus,2523992100.0
PXED,"Phoenix Education Partners, Inc",NYSE,979072111.0,27.34,Christopher Lynne,1296956538.0
AVO,"Mission Produce, Inc.",NASDAQ,974137505.0,13.75,John Pawlowski,955541504.0
BHVN,Biohaven Ltd.,NYSE,973961073.0,9.2,Vladimir Coric,1263985951.0
DSGN,"Design Therapeutics, Inc.",NASDAQ,973805617.0,15.79,Pratik Shah,521546200.0
TCBIO,"Texas Capital Bancshares, Inc.",NASDAQ,973761217.0,21.575,Robert C. Holmes,3129060439.0
WSR,Whitestone REIT,NYSE,972887985.0,18.93,David K. Holeman,1342565500.0
LIND,"Lindblad Expeditions Holdings, Inc.",NASDAQ,971332216.0,17.67,Benjamin L. Bressler,1199812109.0
SBSI,"Southside Bancshares, Inc.",NASDAQ,969640871.0,32.6,Keith Donahoe,1265962430.0
EAI,"Entergy Arkansas, Inc. 1M BD 4.875%66",NYSE,968731724.0,20.62,,
GERN,Geron Corporation,NASDAQ,967759000.0,1.51,Harout Semerjian,1052129145.0
AIZN,"Assurant, Inc. 5.25% Subordinat",NYSE,966164112.0,19.44,Keith Warner Demmings,12528411108.0
MSEX,Middlesex Water Company,NASDAQ,966052185.0,51.99,Nadine Duchemin-Leslie,1330211660.0
BLFS,"BioLife Solutions, Inc.",NASDAQ,965517000.0,19.99,Roderick de Greef,1139546464.0
AMPH,"Amphastar Pharmaceuticals, Inc.",NASDAQ,963292050.0,21.63,Yongfeng Zhang,1737602540.0
VRTS,"Virtus Investment Partners, Inc.",NASDAQ,962012314.0,143.68,Richard William Smirl,3479992350.0
MBX,"MBX Biosciences, Inc. Common Stock",NASDAQ,961099421.0,28.61,Peter Kent Hawryluk,1076709141.0
AMTB,Amerant Bancorp Inc.,NYSE,960463477.0,22.87,Carlos Iafigliola,1368979950.0
XIFR,"XPLR Infrastructure, LP",NYSE,960336608.0,10.22,S. Alan Liu,6181000000.0
AMPL,"Amplitude, Inc.",NASDAQ,960004959.0,7.18,Spenser Skates,1454045080.0
KBDC,"Kayne Anderson BDC, Inc.",NYSE,959296852.0,14.44,Douglas L. Goodwillie,2105025965.0
BHRB,Burke & Herbert Financial Services Corp.,NASDAQ,957072307.0,63.61,David Boyle,1427659755.0
MRVI,"Maravai LifeSciences Holdings, Inc.",NASDAQ,956128455.0,3.48,Bernd Brust,716276894.0
VYX,NCR Voyix Corporation,NYSE,955005570.0,6.87,James G. Kelly,2778720000.0
VSECU,VSE Corporation Tangible Equity Units,NASDAQ,954411267.0,45.15,John A. Cuomo,
BHFAO,"Brighthouse Financial, Inc.",NASDAQ,954402629.0,16.69,Eric Thomas Steigerwalt,1472109090.0
ESRT,"Empire State Realty Trust, Inc.",NYSE,954176850.0,5.61,Anthony E. Malkin,3371805280.0
GPMT-PA,Granite Point Mortgage Trust Inc.,NYSE,952515313.0,20.03,John A. Taylor,
EQBK,"Equity Bancshares, Inc.",NYSE,950942130.0,45.3,Brad S. Elliott,690698619.0
ORIC,"ORIC Pharmaceuticals, Inc.",NASDAQ,947379520.0,9.44,Jacob Chacko,684036290.0
EFOR,"Everforth, Inc.",NYSE,946596000.0,22.92,Theodore S. Hanson,3157678000.0
UTL,Unitil Corporation,NYSE,937433864.0,52.12,Thomas Meissner Jr.,1775285156.0
PHAT,"Phathom Pharmaceuticals, Inc.",NASDAQ,935686578.0,11.78,Steven L. Basta,1082463294.0
GAINI,Gladstone Investment Corporation,NASDAQ,935038206.0,25.3961,David John Gladstone,1328199537.0
PCTTU,"PureCycle Technologies, Inc.",NASDAQ,933610672.0,6.8,Dustin Olson,
BH,Biglari Holdings Inc.,NYSE,933512860.0,297.39,Sardar Biglari,1121371992.0
BBDC,"Barings BDC, Inc.",NYSE,932939370.0,8.91,Thomas McDonnell,2328686050.0
NNE,Nano Nuclear Energy Inc,NASDAQ,932282632.0,22.42,James Walker,1261378650.0
EEX,"Emerald Holding, Inc.",NYSE,932151390.0,4.71,Herve Sedky,1393418630.0
FCRX,"Crescent Capital BDC, Inc.",NYSE,929031794.0,25.08,Jason A. Breaux,
DAKT,"Daktronics, Inc.",NASDAQ,928158474.0,19.04,Bradley T. Wiemann,493173030.0
AEVA,"Aeva Technologies, Inc.",NASDAQ,927848936.0,14.74,Soroush Salehian Dardashti,787368758.0
MCB,Metropolitan Bank Holding Corp.,NYSE,927767407.0,88.7,Mark R. DeFazio,496349114.0
SENEA,Seneca Foods Corporation,NASDAQ,926945976.0,134.71,Paul L. Palmby,945348480.0
SENEB,Seneca Foods Corporation,NASDAQ,926841150.0,135.0,Paul L. Palmby,945348480.0
HFWA,Heritage Financial Corporation,NASDAQ,925067975.0,27.21,Bryan D. McDonald,792869392.0
MCBS,"MetroCity Bankshares, Inc.",NASDAQ,919016192.0,31.96,Nack Young Paek,859968146.0
RWAYL,Runway Growth Finance Corp. - 7,NASDAQ,918165880.0,25.41,Greg Greifeld,759452568.0
RVMDW,"Revolution Medicines, Inc. Warrant",NASDAQ,917520410.0,4.63,Mark A. Goldsmith,
HBNC,"Horizon Bancorp, Inc.",NASDAQ,917455869.0,17.91,Thomas Prame,1202223753.0
MBINN,Merchants Bancorp,NASDAQ,912881715.0,19.9,Michael F. Petrie,5389138033.0
ESQ,"Esquire Financial Holdings, Inc.",NASDAQ,910492405.0,105.42,Andrew C. Sagliocca,655750731.0
HMH,HMH Holding Inc. Class A Common Stock,NASDAQ,910219116.0,21.12,Eirik Bergsvik,1142210000.0
AMC,"AMC Entertainment Holdings, Inc.",NYSE,909163320.0,1.56,Adam Aron,8507795600.0
ACVA,ACV Auctions Inc.,NYSE,908968951.0,5.22,William R. Zerella,1286586680.0
CRCT,"Cricut, Inc.",NASDAQ,906130514.0,4.28,Ashish Arora,820567344.0
CERT,"Certara, Inc.",NASDAQ,904617960.0,5.9,Jon Resnick,1235083822.0
NAVI,Navient Corporation,NASDAQ,904302743.0,9.51,David L. Yowan,44889000000.0
HRTG,"Heritage Insurance Holdings, Inc.",NYSE,904116617.0,29.43,Ernesto Jose Garateix,444400219.0
THRM,Gentherm Incorporated,NASDAQ,904071680.0,29.48,William T. Presley,1242835450.0
CPF,Central Pacific Financial Corp.,NYSE,903603843.0,34.18,Arnold D. Martines,871029089.0
ABX,"Abacus Global Management, Inc.",NYSE,901779646.0,9.38,Jay J. Jackson,1233573025.0
WGO,"Winnebago Industries, Inc.",NYSE,900265316.0,31.85,Michael J. Happe,1436035999.0
CCNE,CNB Financial Corporation,NASDAQ,898836283.0,30.33,Michael D. Peduzzi,430943538.0
JBSS,"John B. Sanfilippo & Son, Inc.",NASDAQ,897131702.0,76.63,Jeffrey T. Sanfilippo,835515320.0
NX,Quanex Building Products Corporation,NYSE,895339435.0,19.49,George L. Wilson,1433791700.0
HAFC,Hanmi Financial Corporation,NASDAQ,888127050.0,29.85,Bonita I. Lee,874525587.0
SCSC,"ScanSource, Inc.",NASDAQ,884282871.0,40.3,Michael L. Baur,1001059020.0
BFST,"Business First Bancshares, Inc.",NASDAQ,880727868.0,26.94,David R. Melville,912468269.0
JBGS,JBG SMITH Properties,NYSE,880373996.0,14.92,W. Matthew Kelly,3613870610.0
HBT,"HBT Financial, Inc.",NASDAQ,879464562.0,27.98,J. Lance Carter,853366471.0
HPK,"HighPeak Energy, Inc.",NASDAQ,879451680.0,6.96,Michael L. Hollis,1625475100.0
GLP-PB,Global Partners LP,NYSE,877601541.0,25.9101,Eric S. Slifka,
LBRX,LB Pharmaceuticals Inc Common Stock,NASDAQ,877162989.0,30.59,Heather D. Turner,316560020.0
MBWM,Mercantile Bank Corporation,NASDAQ,875637106.0,50.69,Raymond E. Reitsma,1134851820.0
CVLG,"Covenant Logistics Group, Inc.",NYSE,874713874.0,34.84,David Ray Parker,593621400.0
TALK,"Talkspace, Inc.",NASDAQ,869390129.0,5.19,Jon R. Cohen,574035646.0
SDGR,"Schrödinger, Inc.",NASDAQ,868183211.0,11.76,Ramy Farid,1191877168.0
SANA,"Sana Biotechnology, Inc.",NASDAQ,867317750.0,3.25,Steven D. Harr,1037654380.0
BCSF,"Bain Capital Specialty Finance, Inc.",NYSE,865994555.0,13.35,Michael Alexander Ewald,2313546110.0
FSBC,Five Star Bancorp,NASDAQ,864879150.0,40.46,James Eugene Beckwith,384334914.0
MATW,Matthews International Corporation,NASDAQ,864682530.0,27.78,Joseph C. Bartolacci,1483780041.0
PFLT,PennantPark Floating Rate Capital Ltd.,NYSE,864187874.0,8.71,Arthur Howard Penn,2476777508.0
ULCC,"Frontier Group Holdings, Inc.",NASDAQ,861495000.0,3.75,James G. Dempsey,5869581598.0
JANX,"Janux Therapeutics, Inc.",NASDAQ,858334666.0,14.11,David Alan Campbell,824949586.0
CCLDO,"CareCloud, Inc.",NASDAQ,856971955.0,27.43,Stephen A. Snyder,1104704897.0
PRAA,"PRA Group, Inc.",NASDAQ,854828400.0,21.91,Martin Sjolund,620721370.0
KFRC,Kforce Inc.,NASDAQ,853948160.0,46.72,Joseph J. Liberatore,617233920.0
CODI,Compass Diversified,NYSE,853928214.0,11.35,Elias Joseph Sabo,2170434800.0
SLRC,SLR Investment Corp.,NASDAQ,853234476.0,15.64,Michael Stuart Gross,1974052640.0
XNCR,"Xencor, Inc.",NASDAQ,852194532.0,11.62,Bassil I. Dahiyat,1270273090.0
OPK,"OPKO Health, Inc.",NASDAQ,852148480.0,1.11,Phillip Frost,1029077397.0
ATEX,Anterix Inc.,NASDAQ,851222476.0,45.44,Scott A. Lang,637401523.0
METCB,"Ramaco Resources, Inc.",NASDAQ,850013870.0,9.96,Randall W. Atkins,565837177.0
MNKD,MannKind Corporation,NASDAQ,849188387.0,2.75,Michael E. Castagna,2131474130.0
TE,T1 Energy Inc,NYSE,849055727.0,4.89,Daniel Barcelo,1304659200.0
SNCY,"Sun Country Airlines Holdings, Inc.",NASDAQ,848098540.0,15.65,Jude I. Bricker,1211447744.0
INDI,"indie Semiconductor, Inc.",NASDAQ,847227140.0,4.09,Donald McClymont,927373291.0
MPB,"Mid Penn Bancorp, Inc.",NASDAQ,839737774.0,33.14,Rory G. Ritrievi,730831913.0
SSII,"SS Innovations International, Inc.",NASDAQ,838551132.0,4.19,Sudhir Prem Srivastava,1078962483.0
TYG,Tortoise Energy Infrastructure Corporation,NYSE,838371899.0,48.66,Terry Clyde Matlack,1193821915.0
EVEX,"Eve Holding, Inc.",NYSE,836451960.0,2.78,Johann Christian Jean Charles Bordais,1358731520.0
BFS,"Saul Centers, Inc.",NYSE,834815978.0,34.08,Bernard Francis Saul,2364655470.0
SHEN,Shenandoah Telecommunications Company,NASDAQ,834501144.0,15.09,Edward H. McKay,1230440000.0
OMDA,Omada Health,NASDAQ,833794948.0,14.15,Sean Duffy,699973620.0
HTZWW,"Hertz Global Holdings, Inc.",NASDAQ,830879462.0,2.66,Wayne Gilbert West,
